,Emp34Id,EmpLastName,EmpFirstName,EmpLocationDesc,facility_city,facility_state,facility_zip,EmpDepartment,EmpDepartmentName,EmpPositionDesc,MgrTitle,Mgr34Id,EmpRNExperienceDate,latitude,longitude
209326,b917611c-ee6b-424c-9444-6f8a6eea0fd6,Walsh,Ra'shun,St Marks Hospital,Salt Lake City,UT,84124.0,72816,Radiology Diagnostic,Img Tech Sr,Mgr Diagnostic Imaging,5ca26afa-4544-4686-85e3-13f0cd92dceb,,40.6772,-111.8133
209344,2618c796-67cd-41d9-9798-33286f203ee8,Hintz,Sean-patrick,Lakeview Hospital,Bountiful,UT,84010.0,76220,Rehab Services,COTA,Dir Rehab/Outpatient Svcs,b33fd78f-6ecf-4610-8236-492ada9285a4,,40.8775,-111.8727
209392,243fdd1b-b426-4360-aa36-3d3bbcb449d0,Towne,Gailya,Ogden Regional Medical Center,Ogden,UT,84405.0,72817,Diagnostic Radiology,Imaging Technologist PRN,Mgr Diagnostic Imaging,aefaa684-2197-4884-83af-7f8b153b761e,,41.1739,-111.9809
209532,c78d4875-9217-44e2-9cc7-71e2189d7984,Collins,Bg-rohini,Timpanogos Regional Medical Ct,Orem,UT,84059.0,71218,Pharmacy,Pharmacy Technician Specialist,Dir Pharmacy,af75327a-c0a1-4591-9bbc-03d848d79994,,40.177,-111.536
209553,4475555e-cee7-4de4-a82c-df7d36c1a47d,Muller,Sylis,Ogden Regional Medical Center,Ogden,UT,84405.0,75517,Wound Care & Hyperbaric Med,Cert Hyperbaric Technologist,Dir Hyperbaric/Wound Care,a774469a-d87f-4af5-9b5a-9e314fb599bd,,41.1739,-111.9809
209564,010e9408-b9a0-444f-84c0-fa89eaa6fb4f,Schultz,Bb-dawn,Ogden Regional Medical Center,Ogden,UT,84405.0,66017,Family Birth Place,Surgical Technologist OB PRN,Mgr Womens/Childrens Svcs,befe6fff-e98b-4302-bc6c-576875eaab87,,41.1739,-111.9809
209581,b849561d-b7b5-4e97-b2b0-b7656586c07d,Wuckert,Odemnis,Lone Peak Hospital,Draper,UT,84020.0,70714,Labor Delivery,Surgical Technologist OB,Mgr L&D,108c8e6d-4f0d-45ad-b0fa-1c17c26f75b5,,40.5046,-111.881
209670,6f4f0d5a-f51f-4369-b763-cf08c870a55d,Jerde,Zein,Ogden Regional Medical Center,Ogden,UT,84405.0,72917,Ultrasound,Ultrasound Technologist 7/7,Dir Oncology,1743d4a7-71bc-45b7-b41d-e539f9ddbafd,,41.1739,-111.9809
209824,342c83e1-b6b5-41b3-b009-a436d3ccbadb,Ernser,Jocari,Ogden Regional Medical Center,Ogden,UT,84405.0,79417,FSED Imaging,CT Technologist PRN FSED,Mgr Diagnostic Imaging,aefaa684-2197-4884-83af-7f8b153b761e,,41.1739,-111.9809
209826,7180924f-362e-4327-bd9a-bd4c0dabb6e7,Dickinson,Ladarion,Brigham City Comm Hospital,Brigham City,UT,84302.0,72819,Diagnostic Radiology,Echocardiographer,Dir Diagnostic Imaging,0949a214-cb45-45b4-baff-f0fb559c16ee,,41.5079,-112.0152
209895,6c8766e8-e89b-491c-84eb-005fd7c23031,Schultz,Wafaa,Lakeview Hospital,Bountiful,UT,84010.0,70120,Operating Room,Cell Saver Technician,Mgr Surgery,b064c938-95d6-42e4-af61-305d79983f0f,,40.8775,-111.8727
209968,4d1d7223-758e-4208-883a-8089d77ca5f0,Altenwerth,Steben,St Marks Hospital,Salt Lake City,UT,84124.0,72416,West Valley Imaging,CT Technologist,Mgr Diagnostic Imaging,5ca26afa-4544-4686-85e3-13f0cd92dceb,,40.6772,-111.8133
209973,0a6562d0-6a45-4fdc-b70c-b45313436dd6,Kohler,Duke,St Marks Hospital,Salt Lake City,UT,84124.0,70316,Open Heart Surgery,CV Technical Svcs Specialist,Supv Surgery CVOR,04d25c03-7b59-423b-a96a-aff507b0f754,,40.6772,-111.8133
210003,84912aa2-329f-4c38-ab42-b976abacc918,Bosco,Ludwing,St Marks Hospital,Salt Lake City,UT,84124.0,72816,Radiology Diagnostic,Img Tech Sr 7/7,Mgr Diagnostic Imaging,5ca26afa-4544-4686-85e3-13f0cd92dceb,,40.6772,-111.8133
210015,ec9f5433-dbff-4ce4-bcaa-c93f4244ec95,Kutch,Brenay,Ogden Regional Medical Center,Ogden,UT,84405.0,75017,Echocardiography,Echo/Vascular Tech III,Dir Cardiovascular Svcs,f1d187b7-ff97-486f-86fe-2221ffb73df6,,41.1739,-111.9809
210029,0f72fc16-bcd5-41f5-be04-e30d149b2910,Fritsch,Sherley,Brigham City Comm Hospital,Brigham City,UT,84302.0,73419,MRI,MRI Technologist,Dir Diagnostic Imaging,0949a214-cb45-45b4-baff-f0fb559c16ee,,41.5079,-112.0152
210072,0ca1cea3-51fe-43f5-9da7-a6101704392f,Ondricka,Alpha9238,Ogden Regional Medical Center,Ogden,UT,84405.0,70117,Operating Room,Surgical Technologist,Mgr Surgery,be912d8d-8331-4dcf-ada3-dce7b0113685,,41.1739,-111.9809
210103,ab33d43a-5132-4053-9d13-ec5dc1261763,Schneider,Ilsi,Lakeview Hospital,Bountiful,UT,84010.0,73220,Pathology,Histology Technician Nonreg,Dir Laboratory,,,40.8775,-111.8727
210122,6958009b-35da-45f2-8d17-9e0003d9efea,Stehr,Joriel,Ogden Regional Medical Center,Ogden,UT,84405.0,79417,FSED Imaging,CT Technologist FSED,Mgr Diagnostic Imaging,aefaa684-2197-4884-83af-7f8b153b761e,,41.1739,-111.9809
210138,b4ad435a-6c78-4189-a218-82c9aa1aa3f2,Goodwin,Ky'rianna,Lakeview Hospital,Bountiful,UT,84010.0,72920,Ultra Sound,Ultrasound Technologist PRN,Dir Diagnostic Imaging,d5049361-8cb5-4ea2-82ad-dbd14bd69c70,,40.8775,-111.8727
210178,f5d2b850-2a73-401b-abbe-600a64aa4e37,Pouros,Gaylord,St Marks Hospital,Salt Lake City,UT,84124.0,73916,Vascular Lab,Echo/Vascular Tech I PRN,Mgr Ultrasound Vascular,3efa211b-ddf4-42a8-8062-8905c8df2752,,40.6772,-111.8133
210229,c172a56a-0078-4ce9-b509-2e68c32a818b,Hayes,Decati,Ogden Regional Medical Center,Ogden,UT,84405.0,72717,Special Procedures,Angio/Interventional Coord,Dir Cardiovascular Svcs,f1d187b7-ff97-486f-86fe-2221ffb73df6,,41.1739,-111.9809
210234,b8d84c46-ca53-4de7-b1ab-892d89acfca5,Schaefer,Symerrian,St Marks Hospital,Salt Lake City,UT,84124.0,76316,Radiology Nuclear Med,Nuclear Medicine Technologist,Mgr Diagnostic Imaging,5ca26afa-4544-4686-85e3-13f0cd92dceb,,40.6772,-111.8133
210261,5f05fdc1-d3db-455f-ba92-353f87ea12d1,Kassulke,Staffan,Ogden Regional Medical Center,Ogden,UT,84405.0,72917,Ultrasound,Ultrasound Technologist PRN,Dir Oncology,1743d4a7-71bc-45b7-b41d-e539f9ddbafd,,41.1739,-111.9809
210303,0f63b836-9ede-4c5f-b5b8-67a04df9a2a3,Jenkins,Fulton,Timpanogos Regional Medical Ct,Orem,UT,84059.0,72918,Ultrasound,Ultrasound Technologist PRN,Dir Diagnostic Imaging,52bf4b79-e0c3-421c-b1e8-af2632b83989,,40.177,-111.536
210378,4155a545-f0f8-406e-a5f4-9c9bcba47303,Pollich,Bb-ambar,Ogden Regional Medical Center,Ogden,UT,84405.0,70117,Operating Room,Surgical Technologist PRN,Mgr Surgery,be912d8d-8331-4dcf-ada3-dce7b0113685,,41.1739,-111.9809
210414,9798a43d-863a-4803-9a04-58cf9a54e428,Hoeger,Laterria,Ogden Regional Medical Center,Ogden,UT,84405.0,66017,Family Birth Place,Surgical Technologist OB,Mgr Womens/Childrens Svcs,befe6fff-e98b-4302-bc6c-576875eaab87,,41.1739,-111.9809
210427,5ccea32d-3e69-4013-8702-4b1e0f58d395,Nienow,Germayel,Timpanogos Regional Medical Ct,Orem,UT,84059.0,70118,Surgery,Surgical Tech Svcs Specialist,Dir Surgical Svcs,932e1d5b-faf6-40ee-9de9-ca3c5a1c246b,,40.177,-111.536
210456,12683178-242c-4979-a097-a80f531719dd,Wintheiser,Shklqim,Lakeview Hospital,Bountiful,UT,84010.0,70120,Operating Room,Surgical Tech Svcs Specialist,Mgr Surgery,b064c938-95d6-42e4-af61-305d79983f0f,,40.8775,-111.8727
210537,6cf12253-5daa-4ebd-8694-bc2bc4b0ca79,Fritsch,Xiaoshu,Timpanogos Regional Medical Ct,Orem,UT,84059.0,74418,EKG,Echocardiographer PRN,Dir Respiratory Therapy,1aea2efd-3fe4-4a5e-b11b-8677f3fa17af,,40.177,-111.536
210573,5d3eff0b-cafd-46b8-9937-d6f78f2e125d,Bergstrom,Papa2200,Lakeview Hospital,Bountiful,UT,84010.0,71220,Pharmacy,Pharmacy Technician II PRN,Dir Pharmacy,0e0f349a-e20b-41b2-a930-471681e7534a,,40.8775,-111.8727
210623,15171a3a-f13d-4910-8a28-d8eb85b19627,Marvin,Feudner,Timpanogos Regional Medical Ct,Orem,UT,84059.0,74418,EKG,Echocardiographer II PRN,Dir Respiratory Therapy,1aea2efd-3fe4-4a5e-b11b-8677f3fa17af,,40.177,-111.536
210719,20f07cea-a177-4bfc-81a9-4526ae277290,Lubowitz,Marciano,St Marks Hospital,Salt Lake City,UT,84124.0,72916,Radiology Ultrasound,Ultrasound Technologist PRN,Mgr Diagnostic Imaging,5ca26afa-4544-4686-85e3-13f0cd92dceb,,40.6772,-111.8133
210806,c40ab457-f58a-4826-90b5-3e96ba076fa0,Roberts,Isaaq,Ogden Regional Medical Center,Ogden,UT,84405.0,72917,Ultrasound,Ultrasound Technologist PRN,Dir Oncology,1743d4a7-71bc-45b7-b41d-e539f9ddbafd,,41.1739,-111.9809
210840,c2e481f7-51f2-4476-ad29-b1469576fc7e,Cruickshank,Marcele,Ogden Regional Medical Center,Ogden,UT,84405.0,73417,MRI,MRI Technologist PRN,Mgr Diagnostic Imaging,aefaa684-2197-4884-83af-7f8b153b761e,,41.1739,-111.9809
210845,ce09bdaf-1f0b-4799-b81f-c4ee999dc54f,Eichmann,Jaquawn,St Marks Hospital,Salt Lake City,UT,84124.0,75016,Echocardiology,Echo/Vascular Tech II PRN,Dir Cardiovascular Svcs,f8e78880-a45f-45d1-ab3c-53306ddea554,,40.6772,-111.8133
210863,093c6f2d-2e0b-466f-abb9-cd214f611f82,Balistreri,Shipa,Timpanogos Regional Medical Ct,Orem,UT,84059.0,72618,CT Scan,CT Technologist,Dir Diagnostic Imaging,52bf4b79-e0c3-421c-b1e8-af2632b83989,,40.177,-111.536
210897,2f6bfc81-7be9-4fa3-ba51-b45f48999c60,Hackett,Sinclair,St Marks Hospital,Salt Lake City,UT,84124.0,77716,Rehab Therapy,Physical Therapist Asst,Dir Rehab Svcs,,,40.6772,-111.8133
210920,84c7e401-d9ed-4200-a8ea-76d57613ccbc,Tillman,Bb-carolyn,Lakeview Hospital,Bountiful,UT,84010.0,72620,Ct Scanner,CT Technologist PRN,Dir Diagnostic Imaging,d5049361-8cb5-4ea2-82ad-dbd14bd69c70,,40.8775,-111.8727
210934,80e6fb7d-9dd2-485f-bbb8-74b2df44beff,Botsford,Jayasri,Ogden Regional Medical Center,Ogden,UT,84405.0,72717,Special Procedures,Angio Technologist PRN,Dir Cardiovascular Svcs,f1d187b7-ff97-486f-86fe-2221ffb73df6,,41.1739,-111.9809
211031,a815e869-f557-41cf-9ba9-f5a7fe028d59,Herzog,Brankica,Lone Peak Hospital,Draper,UT,84020.0,70714,Labor Delivery,Surgical Technologist OB,Mgr L&D,108c8e6d-4f0d-45ad-b0fa-1c17c26f75b5,,40.5046,-111.881
211086,a825e030-27d6-4a01-bb16-75e6266113e7,Wilkinson,Kelcey,Timpanogos Regional Medical Ct,Orem,UT,84059.0,78018,Emergency Room,Paramedic ED PRN,Dir Emergency Svcs,6c740fb9-da66-4cdc-add2-8329acd11c92,,40.177,-111.536
211121,70cb45ac-3b39-400e-b7b5-4e095f100291,Cummings,Metsehet,Lone Peak Hospital,Draper,UT,84020.0,76314,Rad NM,Nuclear Medicine Technol PRN,Dir Diagnostic Imaging,17db08cc-c88b-43f6-b433-7b0d36a422e9,,40.5046,-111.881
211139,82b665e2-e6d0-48aa-bf3e-0281cc1aca47,Gerlach,Baby-keilee,Ogden Regional Medical Center,Ogden,UT,84405.0,72817,Diagnostic Radiology,Imaging Technologist PRN,Mgr Diagnostic Imaging,aefaa684-2197-4884-83af-7f8b153b761e,,41.1739,-111.9809
211161,1a83fa9e-041f-4264-aeb2-550215ec03fe,Brown,Cleefnie,St Marks Hospital,Salt Lake City,UT,84124.0,70116,Surgery Care,Surg Technologist Cert III PRN,Dir Surgery,c5b0b70e-68e2-459d-bab7-2f5a8a679819,,40.6772,-111.8133
211191,f105cc36-9f25-46b6-b26b-e22431213bd8,Goyette,Ruth,St Marks Hospital,Salt Lake City,UT,84124.0,72816,Radiology Diagnostic,Img Tech Sr,Mgr Diagnostic Imaging,5ca26afa-4544-4686-85e3-13f0cd92dceb,,40.6772,-111.8133
211206,92af43ee-96a5-48d5-b7c4-e64a63969c94,Konopelski,Anatoli,St Marks Hospital,Salt Lake City,UT,84124.0,74616,Cardiac Cath Lab,Cath Lab Tech IV PRN,Dir Cardiac Cath Lab,146568a3-0669-432e-9baa-3fcd68df43e2,,40.6772,-111.8133
211209,443afb98-1a01-453c-9be7-03644edf86e4,Considine,Aranya,Ogden Regional Medical Center,Ogden,UT,84405.0,72917,Ultrasound,Echo/Vascular Tech II PRN,Dir Oncology,1743d4a7-71bc-45b7-b41d-e539f9ddbafd,,41.1739,-111.9809
211234,ba2abb04-7ece-4931-9ef4-25724c8c3ef3,Leuschke,Silder,St Marks Hospital,Salt Lake City,UT,84124.0,71216,Pharmacy,Pharmacy Technician II PRN,Dir Pharmacy,0f52d161-f204-4ddf-b2b6-e2d4e47aa65f,,40.6772,-111.8133
211280,822879f4-6a04-4ce7-b45a-ca68eba87261,Labadie,Makhi,Lone Peak Hospital,Draper,UT,84020.0,70714,Labor Delivery,Surgical Technologist OB,Mgr L&D,108c8e6d-4f0d-45ad-b0fa-1c17c26f75b5,,40.5046,-111.881
211281,2210e93f-0716-4bf4-b195-b0e27bb8a369,Abshire,Darla,St Marks Hospital,Salt Lake City,UT,84124.0,74616,Cardiac Cath Lab,Cath Lab Tech IV,Dir Cardiac Cath Lab,146568a3-0669-432e-9baa-3fcd68df43e2,,40.6772,-111.8133
211305,da7f5fac-6f16-4c34-ae3a-536856a55772,Daniel,Nooruldeen,Lone Peak Hospital,Draper,UT,84020.0,73414,Rad MRI,MRI Technol,Dir Diagnostic Imaging,17db08cc-c88b-43f6-b433-7b0d36a422e9,,40.5046,-111.881
211324,a06000c7-d014-43c9-9e6c-3d8172b4c642,Runolfsdottir,Civan,St Marks Hospital,Salt Lake City,UT,84124.0,70116,Surgery Care,Surgical Technologist,Dir Surgery,c5b0b70e-68e2-459d-bab7-2f5a8a679819,,40.6772,-111.8133
211356,1c037178-3aee-4725-b0e8-9c6c861a3f22,Auer,Deyon,Ogden Regional Medical Center,Ogden,UT,84405.0,72617,CAT Scan,CT Technologist,Mgr Diagnostic Imaging,aefaa684-2197-4884-83af-7f8b153b761e,,41.1739,-111.9809
211367,61ff9d44-586f-430e-af21-de3c2fa67d26,Russel,Tulsiben,Ogden Regional Medical Center,Ogden,UT,84405.0,72717,Special Procedures,Angio Technologist,Dir Cardiovascular Svcs,f1d187b7-ff97-486f-86fe-2221ffb73df6,,41.1739,-111.9809
211388,7ffdfa1c-85f3-4557-ab19-2a40db90c805,Larkin,Ranie,Timpanogos Regional Medical Ct,Orem,UT,84059.0,79418,Westlake Imaging,CT Technologist,Dir Diagnostic Imaging,52bf4b79-e0c3-421c-b1e8-af2632b83989,,40.177,-111.536
211421,066ca58b-5f00-45c8-a7b4-7bde5a7c8c63,Hodkiewicz,Thaxton,Ogden Regional Medical Center,Ogden,UT,84405.0,70117,Operating Room,Surgical Tech Svcs Specialist,Mgr Surgery,be912d8d-8331-4dcf-ada3-dce7b0113685,,41.1739,-111.9809
211476,7ee6932a-81c6-4ce6-87e5-7ff5a082b1af,Oberbrunner,Fanese,Lakeview Hospital,Bountiful,UT,84010.0,70120,Operating Room,Cell Saver Technician,Mgr Surgery,b064c938-95d6-42e4-af61-305d79983f0f,,40.8775,-111.8727
211482,c69d8322-615e-4af8-9498-702f8678247a,Harris,Samson,Mountain Supply Chain,Kaysville,UT,84037.0,71909,Pharmacy Whse,CSC Pharm Tech PRN,Mgr CSC Pharm,296164a5-137b-4be5-b063-259228231ef6,,41.0375,-111.9326
211537,534791a5-331c-4107-86d6-2660a408878c,Schimmel,Shonie,St Marks Hospital,Salt Lake City,UT,84124.0,70116,Surgery Care,Surgical Tech Svcs Specialist,Dir Surgery,c5b0b70e-68e2-459d-bab7-2f5a8a679819,,40.6772,-111.8133
211571,953d57cf-2f13-45f1-9faa-31896fb18d2b,O'Reilly,Bb-kandice,St Marks Hospital,Salt Lake City,UT,84124.0,71216,Pharmacy,Pharmacy Technician II,Dir Pharmacy,0f52d161-f204-4ddf-b2b6-e2d4e47aa65f,,40.6772,-111.8133
211584,3df1425c-d8f6-40d7-9bb9-8c2da5411d71,Douglas,Djenana,Brigham City Comm Hospital,Brigham City,UT,84302.0,70119,Operating Room,Surgical Technologist III,Dir Surgical Svcs,f64733e1-0559-4dcf-88e4-f81bc85d3443,,41.5079,-112.0152
211587,fd872da0-4897-4b1a-bbb8-4401b12a3f51,Lang,Erschel,Ogden Regional Medical Center,Ogden,UT,84405.0,73417,MRI,MRI Technologist PRN,Mgr Diagnostic Imaging,aefaa684-2197-4884-83af-7f8b153b761e,,41.1739,-111.9809
211633,b4b34fa2-47e6-4f69-af0c-fce4e18b3067,McCullough,Daslen,Lone Peak Hospital,Draper,UT,84020.0,72814,Rad Diag,Imaging Technologist,Dir Diagnostic Imaging,17db08cc-c88b-43f6-b433-7b0d36a422e9,,40.5046,-111.881
211634,532e7835-6b24-495f-8af0-df9e88a2cc97,Veum,Deinye,Lone Peak Hospital,Draper,UT,84020.0,71214,Pharmacy,Pharmacy Technician Specialist,Dir Pharmacy,d8d724a2-c851-4ccd-b712-807734647ecd,,40.5046,-111.881
211642,f63d0a6c-24fa-4a9c-92b0-6b5905d6b74f,Labadie,Arlaina,Lakeview Hospital,Bountiful,UT,84010.0,72920,Ultra Sound,Ultrasound Technologist PRN,Dir Diagnostic Imaging,d5049361-8cb5-4ea2-82ad-dbd14bd69c70,,40.8775,-111.8727
211643,3dfc442b-1f8a-48b6-ad83-dd4a9fd1d24d,Lind,Verinder,Mountain Supply Chain,Kaysville,UT,84037.0,71909,Pharmacy Whse,CSC Pharm Tech,Mgr CSC Pharm,296164a5-137b-4be5-b063-259228231ef6,,41.0375,-111.9326
211677,f28cb642-e7f9-4540-9d28-49621c644770,Strosin,Gbria,Timpanogos Regional Medical Ct,Orem,UT,84059.0,70118,Surgery,Surgical Technologist II PRN,Dir Surgical Svcs,932e1d5b-faf6-40ee-9de9-ca3c5a1c246b,,40.177,-111.536
211756,afd1a988-ead8-497b-9893-a2ad605559d4,Schuppe,Faustino,Ogden Regional Medical Center,Ogden,UT,84405.0,70117,Operating Room,Surgical Technologist,Mgr Surgery,be912d8d-8331-4dcf-ada3-dce7b0113685,,41.1739,-111.9809
211795,67f13fce-2460-4d67-9565-d718203c563f,Conn,Omaley,Timpanogos Regional Medical Ct,Orem,UT,84059.0,72918,Ultrasound,Ultrasound Technologist,Dir Diagnostic Imaging,52bf4b79-e0c3-421c-b1e8-af2632b83989,,40.177,-111.536
211824,70c8971b-f4d5-4d83-a879-a4edca5cddcf,Morissette,Bodhisattva,St Marks Hospital,Salt Lake City,UT,84124.0,72916,Radiology Ultrasound,Ultrasound Technologist PRN,Mgr Diagnostic Imaging,5ca26afa-4544-4686-85e3-13f0cd92dceb,,40.6772,-111.8133
211844,ddf9267d-ed4e-40ad-883f-90df0f45e0aa,Corkery,Angelicia,Ogden Regional Medical Center,Ogden,UT,84405.0,70117,Operating Room,Surgical Technologist,Mgr Surgery,be912d8d-8331-4dcf-ada3-dce7b0113685,,41.1739,-111.9809
211895,7792abab-20f9-4be8-a97b-1604580dfdfc,Kerluke,Marbelis,St Marks Hospital,Salt Lake City,UT,84124.0,72816,Radiology Diagnostic,Img Tech Sr,Mgr Diagnostic Imaging,5ca26afa-4544-4686-85e3-13f0cd92dceb,,40.6772,-111.8133
211910,d8e74da2-f4e2-47f5-aafb-3c3e94ceb867,O'Reilly,Dumber,Ogden Regional Medical Center,Ogden,UT,84405.0,72617,CAT Scan,CT Technologist,Mgr Diagnostic Imaging,aefaa684-2197-4884-83af-7f8b153b761e,,41.1739,-111.9809
211965,261806b3-0125-4a13-92be-10862e64de79,Powlowski,Muath,St Marks Hospital,Salt Lake City,UT,84124.0,72816,Radiology Diagnostic,Img Tech Sr,Mgr Diagnostic Imaging,5ca26afa-4544-4686-85e3-13f0cd92dceb,,40.6772,-111.8133
212009,b030b79a-81c0-4891-b133-87ebdd213334,Runolfsdottir,Bg-richa,St Marks Hospital,Salt Lake City,UT,84124.0,70116,Surgery Care,Surgical Technologist Cert II,Dir Surgery,c5b0b70e-68e2-459d-bab7-2f5a8a679819,,40.6772,-111.8133
212045,255fd0e2-5ad4-4cd6-b676-3a5f4a4071e7,Koelpin,Lutejohn,St Marks Hospital,Salt Lake City,UT,84124.0,75116,OP Echocardiology,Cardiac Sonographer II,Dir Cardiovascular Svcs,f8e78880-a45f-45d1-ab3c-53306ddea554,,40.6772,-111.8133
212119,17be476e-67a4-414b-b064-8049690487ad,Ritchie,Marmee,Ogden Regional Medical Center,Ogden,UT,84405.0,72617,CAT Scan,CT Technologist PRN,Mgr Diagnostic Imaging,aefaa684-2197-4884-83af-7f8b153b761e,,41.1739,-111.9809
212131,c2670911-66c5-42df-95f2-9dba65ef485b,Lynch,Huimei,Lone Peak Hospital,Draper,UT,84020.0,72614,Rad CT,CT Technologist PRN,Dir Diagnostic Imaging,17db08cc-c88b-43f6-b433-7b0d36a422e9,,40.5046,-111.881
212217,af760d25-a62f-4b3b-90f7-2a62991c9900,Von,La'michael,St Marks Hospital,Salt Lake City,UT,84124.0,75116,OP Echocardiology,Echo/Vascular Tech III,Dir Cardiovascular Svcs,f8e78880-a45f-45d1-ab3c-53306ddea554,,40.6772,-111.8133
212261,c973b667-541c-46d4-8142-e2ecb1f5185d,Thompson,Emp0006,St Marks Hospital,Salt Lake City,UT,84124.0,70316,Open Heart Surgery,CV Technical Svcs Specialist,Supv Surgery CVOR,04d25c03-7b59-423b-a96a-aff507b0f754,,40.6772,-111.8133
212274,f345a369-2afe-4dc7-841c-ee9788cb8e17,Barton,Bened,St Marks Hospital,Salt Lake City,UT,84124.0,75116,OP Echocardiology,Echo/Vascular Tech I,Dir Cardiovascular Svcs,f8e78880-a45f-45d1-ab3c-53306ddea554,,40.6772,-111.8133
212278,ac7cb4e0-01fd-4d96-80e4-0368d7a241e1,Fisher,Qirat,Ogden Regional Medical Center,Ogden,UT,84405.0,75017,Echocardiography,Echo/Vascular Tech I,Dir Cardiovascular Svcs,f1d187b7-ff97-486f-86fe-2221ffb73df6,,41.1739,-111.9809
212297,6be4954b-5e2f-4def-bdc0-d26edf9dbe1f,Lueilwitz,Denitrice,St Marks Hospital,Salt Lake City,UT,84124.0,73416,MRI,MRI Technologist,Mgr Diagnostic Imaging,5ca26afa-4544-4686-85e3-13f0cd92dceb,,40.6772,-111.8133
212356,b9f59bdb-caf1-4760-a2af-7b734367beed,Mohr,Vachel,Ogden Regional Medical Center,Ogden,UT,84405.0,73417,MRI,MRI Technologist,Mgr Diagnostic Imaging,aefaa684-2197-4884-83af-7f8b153b761e,,41.1739,-111.9809
212381,b4b07716-76e9-480b-8ac0-ecd55c3f581e,Mosciski,Julene,St Marks Hospital,Salt Lake City,UT,84124.0,74216,Cardiac Rehabilitation,Exercise Specialist,Supv Cardiopulmonary Rehab,023e2b9e-abbf-4b57-9efc-42a393d5ff45,,40.6772,-111.8133
212394,fcf4bde1-7d41-42eb-a054-55bc5861dc10,Nolan,Horry,Timpanogos Regional Medical Ct,Orem,UT,84059.0,70118,Surgery,Surgical Technologist II,Dir Surgical Svcs,932e1d5b-faf6-40ee-9de9-ca3c5a1c246b,,40.177,-111.536
212464,e8430acd-5f82-4feb-9fe9-c85c5b2afa1a,Eichmann,Makaria,Timpanogos Regional Medical Ct,Orem,UT,84059.0,78018,Emergency Room,Paramedic ED PRN,Dir Emergency Svcs,6c740fb9-da66-4cdc-add2-8329acd11c92,,40.177,-111.536
212487,13e0f3dc-3da4-4f62-b03f-2e65f39853a7,Erdman,Rhodeisland,Ogden Regional Medical Center,Ogden,UT,84405.0,76217,Therapy Services,Physical Therapist Asst,Dir Physical Therapy,be7b62ac-628d-4d2e-8447-c1896bc6fae9,,41.1739,-111.9809
212608,28a341cd-a77b-43f5-a42f-d868bf06f3e5,Kuphal,Grayson,St Marks Hospital,Salt Lake City,UT,84124.0,75116,OP Echocardiology,Echo/Vascular Tech III,Dir Cardiovascular Svcs,f8e78880-a45f-45d1-ab3c-53306ddea554,,40.6772,-111.8133
212664,23c3c9ae-35d4-43e3-8557-091f2dbd3200,McKenzie,Glenda,St Marks Hospital,Salt Lake City,UT,84124.0,71216,Pharmacy,Pharmacy Technician,Dir Pharmacy,0f52d161-f204-4ddf-b2b6-e2d4e47aa65f,,40.6772,-111.8133
212712,0fa54c04-950f-4e5d-a8f7-bf764820d782,Fritsch,Uriah,Timpanogos Regional Medical Ct,Orem,UT,84059.0,70118,Surgery,CV Technical Svcs Specialist,Dir Surgical Svcs,932e1d5b-faf6-40ee-9de9-ca3c5a1c246b,,40.177,-111.536
212768,856e847f-1acf-47f1-b3b3-2a26a9788792,Cassin,Reece,St Marks Hospital,Salt Lake City,UT,84124.0,70116,Surgery Care,Surgical Technologist,Dir Surgery,c5b0b70e-68e2-459d-bab7-2f5a8a679819,,40.6772,-111.8133
212979,ce558e36-7a23-4b47-8404-b7fd6f6dd8d0,Jakubowski,Mehrangiz,St Marks Hospital,Salt Lake City,UT,84124.0,72916,Radiology Ultrasound,Ultrasound Technologist 7/7,Mgr Diagnostic Imaging,5ca26afa-4544-4686-85e3-13f0cd92dceb,,40.6772,-111.8133
212988,f7790cd3-58c7-448f-9cc7-8e34c1e0735e,Parisian,Sixto,Brigham City Comm Hospital,Brigham City,UT,84302.0,75419,Respiratory Care,Sleep Laboratory Technician,Dir Hyperbaric/Wound Care,e2bc618c-6b61-4dfe-989a-49c7da985528,,41.5079,-112.0152
213092,e39702ac-f8cd-44a2-af92-ef93392ec05d,Walter,Opal,St Marks Hospital,Salt Lake City,UT,84124.0,72716,Taylorsville Imaging,Ultrasound Technologist,Mgr Diagnostic Imaging,5ca26afa-4544-4686-85e3-13f0cd92dceb,,40.6772,-111.8133
213266,1b8aa31c-a1b2-4009-9e03-f7c098502e6f,Schultz,Cmp1-01,Ogden Regional Medical Center,Ogden,UT,84405.0,79417,FSED Imaging,CT Technologist FSED,Mgr Diagnostic Imaging,aefaa684-2197-4884-83af-7f8b153b761e,,41.1739,-111.9809
213290,cb6f67db-d5c6-45e5-937c-511ece561bc5,Stoltenberg,Mytina,Lakeview Hospital,Bountiful,UT,84010.0,72820,Radiology,Imaging Technologist PRN,Dir Diagnostic Imaging,d5049361-8cb5-4ea2-82ad-dbd14bd69c70,,40.8775,-111.8727
213305,42791024-53cd-4997-b376-8b69f88a705c,Marquardt,Marginette,St Marks Hospital,Salt Lake City,UT,84124.0,70116,Surgery Care,Surgical Tech Svcs Specialist,Dir Surgery,c5b0b70e-68e2-459d-bab7-2f5a8a679819,,40.6772,-111.8133
